pid	title	sent	label	prob
fjmchbew	The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR	The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR	1	0.9127579776651258
02f0opkr	An outbreak of <scp>COVID</scp> ‐19 caused by a new coronavirus: what we know so far	An outbreak of a novel coronavirus, now formally named severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) and causing coronavirus disease 2019 (COVID‐19), emerged in the city of Wuhan in Hubei province in central China in December 2019.	1	0.7704122673047837
9595vm0k	SARS-CoV-2 specific antibody responses in COVID-19 patients	A new coronavirus, SARS-CoV-2, has recently emerged to cause a human pandemic.	1	0.7704122673047837
uze6ze8o	SARS to novel coronavirus – old lessons and new lessons	The response to the novel coronavirus outbreak in China suggests that many of the lessons from the 2003 SARS epidemic have been implemented and the response improved as a consequence.	1	0.7704122673047837
xvkjy1bh	A commentary on “World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)”	A commentary on “World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)”	1	0.7704122673047837
13jupb26	Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus	 This paper concerns study of the genome of the Wuhan Seafood Market isolate believed to represent the causative agent of the disease COVID-19.	-1	0.5
99doz9m6	Outbreak of Novel Coronavirus (SARS-Cov-2): First Evidences From International Scientific Literature and Pending Questions	On 31 December, 2019, a cluster of 27 pneumonia cases of unknown etiology was reported by Chinese health authorities in Wuhan City (China) [...].	-1	0.5
6p23qxb8	An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies	An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies	1	0.7704122673047837
a5udnv5f	Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2	A newly identified novel coronavirus (SARS-CoV-2) is causing pneumonia-associated respiratory syndrome across the world.	1	0.7704122673047837
ljli6a2z	Automatic Identification of SARS Coronavirus using Compression-Complexity Measures	Finding vaccine or specific antiviral treatment for global pandemic of virus diseases (such as the ongoing COVID-19) requires rapid analysis, annotation and evaluation of metagenomic libraries to enable a quick and efficient screening of nucleotide sequences.	-1	0.5
ju2en6n0	What is the role of rheumatologists in the era of COVID-19?	What is the role of rheumatologists in the era of COVID-19?	-1	0.5
y29kct7v	Potential Treatments for COVID-19; a Narrative Literature Review	SARS-CoV-2 is a newly emerging human infectious coronavirus that causes COVID-19, which has been recognized as a pandemic by the World Health Organization (WHO) on March 11(th).	1	0.7704122673047837
535lw99y	A Multiscale and Comparative Model for Receptor Binding of 2019 Novel Coronavirus and the Implication of its Life Cycle in Host Cells	ABSTRACTThe respiratory syndrome caused by a new type of coronavirus has been emerging from China and caused more than 1000 death globally since December 2019.	1	0.7704122673047837
73a7uvyz	Systematic Comparison of Two Animal-to-Human Transmitted Human Coronaviruses: SARS-CoV-2 and SARS-CoV	After the outbreak of the severe acute respiratory syndrome (SARS) in the world in 2003, human coronaviruses (HCoVs) have been reported as pathogens that cause severe symptoms in respiratory tract infections.	1	0.7704122673047837
oxs4o9xe	2019-nCoV in context: lessons learned?	2019-nCoV in context: lessons learned?	-1	0.5
9i0a9beo	Covid-19 — Navigating the Uncharted	In their Journal article, Li and colleagues3 provide a detailed clinical and epidemiologic description of the first 425 cases reported in the epicenter of the outbreak: the city of Wuhan in Hubei province, China.	-1	0.5
4pxmr5cw	Emergency response to the outbreak of COVID-19: the Korean case	 This letter aims to describe how Korea can improve its emergency response to the outbreak of COVID-19.	-1	0.5
9igk3ke1	Individual risk management strategy and potential therapeutic options for the COVID-19 pandemic	 It is an ugly fact that a significant amount of the world's population will contract SARS-CoV infection with the current spreading.	-1	0.5
l6rqsqs2	Science in the fight against the novel coronavirus disease	Science in the fight against the novel coronavirus disease	1	0.7704122673047837
a6p6ka8w	"An ""Infodemic"": Leveraging High-Volume Twitter Data to Understand Public Sentiment for the COVID-19 Outbreak"	Background: Twitter has been used to track trends and disseminate health information during viral epidemics.	-1	0.5
wbxtz30s	After corona: there is life after the pandemic	 The current pandemic of Coronavirus Disease 2019 (COVID-19) has focused the attention of medical-care providers away from non-life-threatening diseases, including infertility.	1	0.7704122673047837
15rpskir	Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management	Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management	-1	0.5
pp6hb4q5	COVID-19: Yet another coronavirus challenge in transplantation	COVID-19: Yet another coronavirus challenge in transplantation	1	0.7704122673047837
801t0728	Revisiting the dangers of the coronavirus in the ophthalmology practice	A possible threat in the ophthalmology clinic While the 2019-nCoV transmission route is still unknown, countries have been preparing measures based on past experiences with coronaviruses namely SARS-CoV and MERS-CoV.	1	0.7704122673047837
u0t2ezk8	An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19)	An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19)	1	0.7704122673047837
ju35nyir	Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential	[Image: see text] The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics.	1	0.8387733020104001
5ekdfers	The phenotypic changes of γδ T cells in COVID-19 patients	A novel pneumonia-associated respiratory syndrome named coronavirus disease-2019 (COVID-19), which caused by SARS-CoV-2 and broken in Wuhan, China in the end of 2019.	1	0.7704122673047837
vj2z52vg	Initial Public Health Response and Interim Clinical Guidance for the 2019 Novel Coronavirus Outbreak — United States, December 31, 2019–February 4, 2020	On December 31, 2019, Chinese health officials reported a cluster of cases of acute respiratory illness in persons associated with the Hunan seafood and animal market in the city of Wuhan, Hubei Province, in central China.	-1	0.5
5fg87lvu	The SARS-CoV-2 outbreak: what we know	 There is a current worldwide outbreak of the novel coronavirus Covid-19 (coronavirus disease 2019; the pathogen called SARS-CoV-2; previously 2019-nCoV), which originated from Wuhan in China and has now spread to 6 continents including 66 countries, as of 24:00 on March 2, 2020.	1	0.7704122673047837
uifnjio5	Neutralizing antibody responses to SARS-CoV-2 in a COVID-19 recovered patient cohort and their implications	Background The COVID-19 pandemic caused by SARS-CoV-2 coronavirus threatens global public health.	1	0.7704122673047837
t7cdmy3e	Inside China and COVID-19: Questions and answers	Inside China and COVID-19: Questions and answers	-1	0.5
7e8zlt3t	Remdesivir, lopinavir, emetine, and homoharringtonine inhibit SARS-CoV-2 replication in vitro	An escalating pandemic by the novel SARS-CoV-2 virus is impacting global health and effective therapeutic options are urgently needed.	-1	0.5
aeuy92bx	Potent neutralization of 2019 novel coronavirus by recombinant ACE2-Ig	2019-nCoV, which is a novel coronavirus emerged in Wuhan, China, at the end of 2019, has caused at least infected 11,844 as of Feb 1, 2020.	1	0.7704122673047837
epcel2ez	The epidemic of 2019-novel-coronavirus (2019-nCoV) pneumonia and insights for emerging infectious diseases in the future	 At the end of December 2019, a novel coronavirus, 2019-nCoV, caused an outbreak of pneumonia spreading from Wuhan, Hubei province, to the whole country of China, which has posed great threats to public health and attracted enormous attention around the world.	1	0.7704122673047837
ork04nx8	The novel Coronavirus (SARS-CoV-2) is a one health issue	The novel Coronavirus (SARS-CoV-2) is a one health issue	1	0.7704122673047837
9nc58u1h	Outbreak of COVID-19 – an urgent need for good science to silence our fears?	Outbreak of COVID-19 – an urgent need for good science to silence our fears?	-1	0.5
plxz5mkg	SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat	An ongoing outbreak of pneumonia caused by a novel coronavirus, currently designated as the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), was reported recently.	1	0.7704122673047837
0lyxvex0	Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic	 Novel Corona Virus Disease (COVID-19) originating from China has rapidly crossed borders, infecting people throughout the whole world.	-1	0.5
971d0sir	The SARS-CoV-2 outbreak from a one health perspective	 The SARS-CoV-2 is a new human coronavirus candidate recently detected in China that is now reported in people on inhabited continents.	1	0.7704122673047837
tpmgrk14	New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey	New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey	1	0.7704122673047837
1a8uevk8	A review of the 2019 Novel Coronavirus (COVID-19) based on current evidence	 The pneumonia caused by novel coronavirus (SARS-CoV-2) in Wuhan, China in December 2019 is a highly contagious disease.	1	0.7704122673047837
uyu2buo1	Can Bioactive Lipids Inactivate Coronavirus (COVID-19)?	SARS-CoV-2, SARS and MERS are all enveloped viruses that can cause acute respiratory syndrome.	-1	0.5
8eh90ber	TH17 responses in cytokine storm of COVID-19: An emerging target of JAK2 inhibitor Fedratinib	 COVID-19 emerges as a pandemic disease with high mortality.	-1	0.5
qdt90c22	Unrevealing sequence and structural features of novel coronavirus using in silico approaches: The main protease as molecular target	Direct-acting antivirals are effective tools to control viral infections.	-1	0.5
xhachzby	X-ray Structure of Main Protease of the Novel Coronavirus SARS-CoV-2 Enables Design of α-Ketoamide Inhibitors	A novel coronavirus has been identified as the causative agent of a massive outbreak of atypical pneumonia originating at Wuhan, Hubei province, China.	1	0.7704122673047837
vxqdfiel	Clinical trials on drug repositioning for COVID-19 treatment	The World Health Organization (WHO) was informed on December 2019 about a coronavirus pneumonia outbreak in Wuhan, Hubei province (China).	1	0.7704122673047837
vbayngh0	SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor	 The recent emergence of the novel, pathogenic SARS-coronavirus 2 (SARS-CoV-2) in China and its rapid national and international spread pose a global health emergency.	1	0.7704122673047837
6ghu34m1	Tocilizumab, an anti-IL6 receptor antibody, to treat Covid-19-related respiratory failure: a case report	Tocilizumab, an anti-IL6 receptor antibody, to treat Covid-19-related respiratory failure: a case report	-1	0.5
dpcpg5c1	Nucleotide Analogues as Inhibitors of Viral Polymerases	Coronaviruses such as the newly discovered virus from Wuhan, China, 2019-nCoV, and the viruses that cause SARS and MERS, have resulted in regional and global public health emergencies.	1	0.7704122673047837
62huo2cu	COVID-19 and diabetes: Can DPP4 inhibition play a role?	COVID-19 and diabetes: Can DPP4 inhibition play a role?	-1	0.5
b4joa5tx	Structure-Based Design, Synthesis and Biological Evaluation of Peptidomimetic Aldehydes as a Novel Series of Antiviral Drug Candidates Targeting the SARS-CoV-2 Main Protease	SARS-CoV-2 is the etiological agent responsible for the COVID-19 outbreak in Wuhan.	-1	0.5
1qniriu0	Machine intelligence design of 2019-nCoV drugs	Wuhan coronavirus, called 2019-nCoV, is a newly emerged virus that infected more than 9692 people and leads to more than 213 fatalities by January 30, 2020.	1	0.7704122673047837
z0qzgu5m	Repurposing of clinically approved drugs for treatment of coronavirus disease 2019 in a 2019-novel coronavirus (2019-nCoV) related coronavirus model	: Medicines for the treatment of 2019-novel coronavirus (2019-nCoV) infections are urgently needed.	1	0.7704122673047837
qebbkr6d	A data-driven drug repositioning framework discovered a potential therapeutic agent targeting COVID-19	The global spread of SARS-CoV-2 requires an urgent need to find effective therapeutics for the treatment of COVID-19.	1	0.6078988077281519
hnoovm03	Convalescent plasma as a potential therapy for COVID-19	Convalescent plasma as a potential therapy for COVID-19	-1	0.5
hoibwxms	Methanol Poisoning Emerging as the Result of COVID-19 Outbreak; Radiologic Perspective	Methanol Poisoning Emerging as the Result of COVID-19 Outbreak; Radiologic Perspective	-1	0.5
2wnsfkls	A rapid fatal evolution of Coronavirus Disease-19 (COVID-19) in an advanced lung cancer patient with a long time response to nivolumab	A rapid fatal evolution of Coronavirus Disease-19 (COVID-19) in an advanced lung cancer patient with a long time response to nivolumab	1	0.7704122673047837
vbgf50os	Molecular Modeling Evaluation of the Binding Effect of Ritonavir, Lopinavir and Darunavir to Severe Acute Respiratory Syndrome Coronavirus 2 Proteases	Three anti-HIV drugs, ritonavir, lopinavir and darunavir, might have therapeutic effect on coronavirus disease 2019 (COVID-19).	1	0.7704122673047837
75cotmn2	Recommendations on management of the SARS-CoV-2 coronavirus pandemic (Covid-19) in kidney transplant patients	 The SARS-CoV-2 (Covid-19) coronavirus pandemic is evolving very quickly and means a special risk for both immunosuppressed and comorbid patients.	1	0.7704122673047837
t6zf5k99	The Novel Coronavirus – A Snapshot of Current Knowledge	Another animal to human transmission of a coronavirus occurred in December 2019 on a live animal market in the Chinese city of Wuhan causing an epidemic in China, reaching now different continents.	1	0.7704122673047837
za3qypgg	Associations between immune-suppressive and stimulating drugs and novel COVID-19—a systematic review of current evidence	: Cancer and transplant patients with COVID-19 have a higher risk of developing severe and even fatal respiratory diseases, especially as they may be treated with immune-suppressive or immune-stimulating drugs.	-1	0.5
tomsdx3z	Recent Progress in understanding 2019 Novel Coronavirus associated with Human Respiratory Disease: Detection, Mechanism and Treatment	 Viral respiratory diseases such as the severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), always pose severe threat to people.	-1	0.5
b31ctbat	Analysis of therapeutic targets for SARS-CoV-2 and discovery of potential drugs by computational methods	SARS-CoV-2 has caused tens of thousands of infections and more than one thousand deaths.	-1	0.5
1u12qr97	Advance of promising targets and agents against 2019-nCoV in China	Advance of promising targets and agents against 2019-nCoV in China	-1	0.5
1mmqfp7g	Structural basis of SARS-CoV-2 3CLpro and anti-COVID-19 drug discovery from medicinal plants †	 The recent outbreak of coronavirus disease 2019 (COVID-19) caused by SARS-CoV-2 in December 2019 raised global health concerns.	1	0.7704122673047837
0xhho1sh	Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges	ABSTRACT The emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2; previously provisionally named 2019 novel coronavirus or 2019-nCoV) disease (COVID-19) in China at the end of 2019 has caused a large global outbreak and is a major public health issue.	1	0.7704122673047837
cszqykpu	Predicting commercially available antiviral drugs that may act on the novel coronavirus (2019-nCoV), Wuhan, China through a drug-target interaction deep learning model	The infection of a novel coronavirus found in Wuhan of China (2019-nCoV) is rapidly spreading, and the incidence rate is increasing worldwide.	1	0.7704122673047837
2hgwa6pq	A potential role for integrins in host cell entry by SARS-CoV-2	• Integrin may act as an alternative receptor for SARS-CoV-2 and could be implicated in its transmission and pathology.	-1	0.5
t996fbad	Clinical and biochemical indexes from 2019-nCoV infected patients linked to viral loads and lung injury	The outbreak of the 2019-nCoV infection began in December 2019 in Wuhan, Hubei province, and rapidly spread to many provinces in China as well as other countries.	-1	0.5
13akn7dm	A close-up on COVID-19 and cardiovascular diseases	 Aims To analyze the potential mechanism of cardiovascular dysfunctions induced by Coronavirus Disease 2019 (COVID-19) and to evaluate more effective therapeutic pathways for patients with cardiovascular diseases.	1	0.7704122673047837
b518n9dx	Remdesivir for severe acute respiratory syndrome coronavirus 2 causing COVID-19: An evaluation of the evidence	 The novel coronavirus infection that initially found at the end of 2019 has attracted great attention.	1	0.7704122673047837
p5ecpcll	Analysis on the Clinical Characteristics of 36 Cases of Novel Coronavirus Pneumonia in Kunming	Objective: To analyze the clinical characteristics of patients with novel coronavirus pneumonia in Kunming City, and to study the correlation between nutritional status and immune function.	1	0.7704122673047837
nxfr24sp	Coronavirus Disease 2019 (COVID-19) Pneumonia in a Hemodialysis Patient	Coronavirus disease 2019 (COVID-19) is a highly infective disease caused by the severe acute respiratory syndrome coronavirus 2 virus (SARS-CoV-2).	1	0.7704122673047837
9hxihlw9	Arguments in favour of remdesivir for treating SARS-CoV-2 infections	Arguments in favour of remdesivir for treating SARS-CoV-2 infections	-1	0.5
bnuda70x	COVID-19 from veterinary medicine and one health perspectives: What animal coronaviruses have taught us	COVID-19 from veterinary medicine and one health perspectives: What animal coronaviruses have taught us	1	0.7704122673047837
d7n1zy0b	Anti-HCV, nucleotide inhibitors, repurposing against COVID-19	 Aims A newly emerged Human Coronavirus (HCoV) is reported two months ago in Wuhan, China (COVID-19).	1	0.7704122673047837
zb434ve3	Predicting commercially available antiviral drugs that may act on the novel coronavirus (SARS-CoV-2) through a drug-target interaction deep learning model	 The infection of a novel coronavirus found in Wuhan of China (SARS-CoV-2) is rapidly spreading, and the incidence rate is increasing worldwide.	1	0.7704122673047837
xieqswct	Development of CRISPR as a prophylactic strategy to combat novel coronavirus and influenza	ABSTRACTThe outbreak of the coronavirus disease 2019 (COVID-19), caused by the Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2), has infected more than 100,000 people worldwide with over 3,000 deaths since December 2019.	1	0.7704122673047837
647zcjgu	Structure analysis of the receptor binding of 2019-nCoV	2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV.	1	0.7704122673047837
7jkzbmsf	Drugs supply and pharmaceutical care management practices at a designated hospital during the COVID-19 epidemic	 The coronavirus disease-19 (COVID-19) is caused by the novel severe acute respiratory syndrome coronavirus that was first detected at the end of December 2019.	1	0.7704122673047837
6y9n69g5	Drug targets for corona virus: A systematic review	The 2019-novel coronavirus (nCoV) is a major source of disaster in the 21(th) century.	1	0.7704122673047837
m0q7rm6z	Repurposing Therapeutics for COVID-19: Rapid Prediction of Commercially available drugs through Machine Learning and Docking	The outbreak of the novel coronavirus disease COVID-19, caused by the SARS-CoV-2 virus has spread rapidly around the globe during the past 3 months.	1	0.7704122673047837
stnjl8f8	Current status of treatment for 2019 novel coronavirus pneumonia	2019 novel coronavirus (2019-nCoV) is a new member of coronavirus family that can cause serious respiratory diseases after the emergence of severe acute respiratory syndrome-coronavirus (SARS-CoV) and middle east respiratory syndrome-coronavirus (MERS-CoV).	1	0.7704122673047837
